Phrase,Target
definitely wonderful time shared besides must confess little lonely chloe around,Positive
anthony talking gusheshes,Neutral
high time started commercializing antidepressants,Neutral
social media makes hopeless knowing,Negative
indeed talking voicing concerns especially years written book published,Neutral
well need keep adding collection get lonely,Neutral
today first day since left truly feel lonely like ship back sea rudder bed feels cold phone feels like nuisance trying anything new feelings wait fucking hollow,Positive
touch take place teach know im hopeless case,Positive
bingo hes paper pusher academic health industry hes probably 4 5 hes got choice try get many others boat sinks hes lonely death life,Neutral
uh freak go watch kids bias cant even drive either wake dad drive go watch said kids bet hell get lonely nothing,Neutral
feel hopeless youre child divorce,Negative
never stupid another man lonely,Positive
welp time take two antidepressants instead one,Negative
desire curiosity cannot find better way two words explain express point view difficult person live without meaning feel lonely isolated,Neutral
germs air stuff want touch anything want anything screamed cried front dad feels hopeless,Negative
well actually berk doruk different one personality thats make beautiness deep characters way berk deep lonely sibling father wel mother lost friend girlfriend,Neutral
goodnight remus kinnies hopeless theys lilylovers people want siriuss gender whatever lesbians manloving manhaters horror obsessed gay people slaysisters marlene mckinnon kissers,Neutral
ppl thought wille going hurt lonely ones scene,Negative
would want free instead producing crap would take care services hopeless games coming since 2019,Neutral
thinking crying today lonely first time life absolutely one count go really really awful hope true hope something good comes right see darkness,Positive
wanna one catch fall,Neutral
alone lonely two different things,Neutral
ever take ssri antidepressants accutane,Neutral
soul empty lonely echo,Negative
feel ye people treat celebrities like commodities treat people mental illnesses like problem feel lonely right makes sense trusts one people love bombing using political gain,Neutral
get lonely spending time future,Neutral
someone ignores get lonely someone asks help feel anxious cant live near people dont want around feel like hearts torn pieces,Negative
still know antidepressants help mood anxiety surely helps binging binged since started,Positive
women take 80 antidepressants cause correlation,Neutral
gh dammit like thought im really hopeless damn boot god finally got day thats get hahaha figures thats get letting fun could stay home sleep thats right im good nothing,Positive
like eating alone im lonely house whole day without wanting go love traveling roadtrips social person dont like deal people groups time noises easily distracts loud,Neutral
bored lonely,Negative
innnn matter long youll even singing along,Neutral
never respond ones la im 82 cancer feel lonely yada yada pathetic attention seeking probably lead scamming,Negative
life theres heartache pain dont know face cant stop ive traveled far change lonely life wanna know love want show wanna feel love want show,Positive
hello elissa im sorry youre lonely youre excellent job body hears responds tell say perfectly healthy write post put youll see say,Positive
forgot take antidepressant couple days sorry alex getting brain zaps,Negative
im hopeless awkward desperate love,Negative
lonely ass world fuck,Negative
someone ignores get lonely someone asks help feel anxious cant live near people dont want around feel like hearts torn pieces,Negative
played jaki byard lonely woman july paris,Neutral
dr jaishankar schools rahul gandhi arvind kejriwal follow next tweet link,Neutral
u ever one couple u make fun post something heartfelt sweet u feel lonely,Neutral
singing 42 tune halloween,Neutral
pls sad lonely able play anything,Negative
phone sex hotline pay money exchange messages someone pretending someone else hes running list scams worked lonely men finding ways translate twitter,Negative
feel lonely major way,Negative
know truth youll never able regain trust matter hopeless youll make things worse would better die,Negative
come pick im little bit lonely maybe little bit,Negative
get clean almost assuredly dead get sober might dead likely still married ex wish dead live alcohol hopeless hated actually like proud sober,Negative
look fucking homeless becoming depressed,Negative
antidepressants anxiolytics 1 13 slayy,Neutral
would really love another feel sort bad snowball know exactly helping lonely gets nice company us think,Positive
know antidepressant increase working thoughts go somebody kill please hurt,Negative
like hes definitely depressed also clearly bored hell still avoids things life,Negative
super lonely lifestyle definitely everyone,Neutral
feeling depressed dm help,Neutral
gotten point fut champs playable rivals feel hopeless rivals minute,Neutral
comparison guy definitely id call strip guy cool calm collected sorkin seemed frustrated certainly open listening,Positive
looking quite bleak point fortunate medicine lonely work fine,Positive
kisii university flamingo rover scouts week joining hands charity drive comrades comrades aiming giving hope hopeless comrades kisii university flamingo rovers scouts appealing join hands,Positive
antidepressants,Neutral
